sample,patient_id,tissue_site,cell_type_clean,Cell_subtype,n_cells,T_CELL_EXHAUSTION,CYTOTOXICITY,MYELOID_INFLAMMATION,MACROPHAGE_LIKE,EMT_INVASION,HYPOXIA,PROLIFERATION
LUNG_N18,18,normal_lung,Myeloid cells,Alveolar Mac,1487,0.09120676285474108,0.05561657964694015,1.2495254103026228,2.251016325084062,0.6922889513786147,0.49126855776059175,0.17534187946065907
LUNG_N18,18,normal_lung,Myeloid cells,CD141+ DCs,32,0.206510158125,0.03708075375,0.093292768125,0.2900548828125,0.5757177046875,0.5343029878125,0.0520573389375
LUNG_N18,18,normal_lung,Myeloid cells,CD163+CD14+ DCs,8,0.1387117275,0.24487678875000002,1.3236412925,1.26476898625,0.6939836162499999,0.58698293125,0.086119575
LUNG_N18,18,normal_lung,Myeloid cells,CD1c+ DCs,133,0.113095775,0.06022306906015038,0.45340386338345867,0.6716699609849623,0.6562324916541353,0.6500031511278196,0.09432327748872181
LUNG_N18,18,normal_lung,Myeloid cells,Monocytes,226,0.03154546168141593,0.07417616920353984,1.847626280442478,0.3410902153539823,0.5535445877876106,0.4687273573451327,0.05665245522123894
LUNG_N18,18,normal_lung,Myeloid cells,Pleural Mac,25,0.040380965799999995,0.025295600399999996,1.0454699808,0.8020834876,0.514088938,0.3595076208,0.06538313800000001
LUNG_N18,18,normal_lung,Myeloid cells,Undetermined,21,0.10236925428571428,0.04284562380952381,0.39139553095238094,1.5678973428571428,0.5413373266666667,0.3579029757142857,0.23305121714285715
LUNG_N18,18,normal_lung,Myeloid cells,mo-Mac,101,0.08132046424752475,0.06868604003960396,0.910680912079208,1.9385455504950495,0.5685786943564356,0.41966978772277225,0.14014237877227723
LUNG_N18,18,normal_lung,NK cells,CD8 low T,2,0.18274744,2.5095040500000003,0.672684375,0.0,0.13165264,0.15359475,0.15359475
LUNG_N18,18,normal_lung,NK cells,Cytotoxic CD8+ T,6,0.1902074566666667,2.5601604,0.046195596666666665,0.221177175,0.16712633,0.4882943016666667,0.20334671
LUNG_N18,18,normal_lung,NK cells,NK,246,0.21256205174796747,2.8056414353658536,0.1114687980894309,0.23212159975609756,0.2893636130487805,0.4248098823577236,0.1712046330894309
LUNG_N18,18,normal_lung,T lymphocytes,CD4+ Th,408,0.06173624235294117,0.39648027286764703,0.10015004674019608,0.21582648360294118,0.4950825781862745,0.536529688995098,0.15991400973039213
LUNG_N18,18,normal_lung,T lymphocytes,CD8 low T,39,0.16622953000000001,1.3812028164102563,0.060795709999999996,0.24926567333333333,0.35448758076923076,0.37799208205128204,0.18710346051282054
LUNG_N18,18,normal_lung,T lymphocytes,CD8+/CD4+ Mixed Th,4,0.12428736,0.5187539,0.12144391000000002,0.1883214,0.3657984225,0.601010135,0.18358759000000002
LUNG_N18,18,normal_lung,T lymphocytes,Cytotoxic CD8+ T,218,0.1716645304587156,2.1468334704128442,0.08742555848623852,0.2113398418348624,0.3499892291743119,0.48486986743119265,0.16513315490825686
LUNG_N18,18,normal_lung,T lymphocytes,Exhausted CD8+ T,18,0.1724932011111111,1.3813115522222223,0.09377288,0.20503406500000002,0.45851545055555554,0.677643385,0.30358514833333333
LUNG_N18,18,normal_lung,T lymphocytes,Exhausted Tfh,7,0.36267693142857144,0.42832026428571435,0.12403746285714286,0.4756507328571429,0.4101827557142857,0.6567990899999999,0.19714219714285713
LUNG_N18,18,normal_lung,T lymphocytes,NK,48,0.15377082895833333,1.9279880002083332,0.09578135958333334,0.19356915500000002,0.36787498645833333,0.500655510625,0.17808983166666667
LUNG_N18,18,normal_lung,T lymphocytes,Naive CD4+ T,27,0.008102624074074074,0.11502059222222222,0.11979856740740741,0.12691995,0.3057685911111111,0.385316302962963,0.06414355037037037
LUNG_N18,18,normal_lung,T lymphocytes,Naive CD8+ T,12,0.15106469,0.9109651099999999,0.04903715833333333,0.19409950833333334,0.31228697833333335,0.16232464333333332,0.10594197
LUNG_N18,18,normal_lung,T lymphocytes,Treg,34,0.5322912535294118,0.11238267823529412,0.07443977647058823,0.21048017794117646,0.39681094294117647,0.585940495882353,0.14956070176470587
LUNG_N18,18,normal_lung,T lymphocytes,Undetermined,14,0.08010291714285714,0.5784626871428572,0.07041503,0.20900223614285715,0.5958403057142857,0.8789997878571428,1.723944207142857
LUNG_N19,19,normal_lung,B lymphocytes,Follicular B cells,17,0.03201028117647059,0.09745691823529412,0.22263315529411765,0.21133401352941175,0.2460983811764706,0.28277358764705884,0.08571569588235295
LUNG_N19,19,normal_lung,B lymphocytes,GrB-secreting B cells,19,0.027000923684210528,0.7717607926315789,0.10680561105263157,0.3335701152631579,0.5019000252631579,0.3763899289473684,0.21104847736842106
LUNG_N19,19,normal_lung,B lymphocytes,MALT B cells,9,0.012983852777777779,0.08260786633333334,0.07530043988888889,0.18845394422222222,0.28911203111111106,0.20304089777777778,0.034719381666666674
LUNG_N19,19,normal_lung,B lymphocytes,Plasma cells,3,0.0,0.09775452666666667,0.0,0.11293525333333333,0.11897866666666666,0.0,0.0
LUNG_N19,19,normal_lung,Endothelial cells,EPCs,23,0.052294383695652175,1.1327043959130436,0.47125728,0.49024008417391307,0.6221031282608696,0.46889829330434785,0.15619386869565216
LUNG_N19,19,normal_lung,Endothelial cells,Lymphatic ECs,2,0.0,0.0,0.22810544,0.139548525,0.6394656000000001,0.35421356,0.5004552950000001
LUNG_N19,19,normal_lung,Endothelial cells,Stalk-like ECs,83,0.00322511578313253,0.08101620795180722,0.09623362277108434,0.2028573876385542,0.6604387474698795,0.3086072231325301,0.19132599915662651
LUNG_N19,19,normal_lung,Endothelial cells,Tip-like ECs,274,0.002464459598540146,0.08715594644525548,0.10154994974452555,0.22790794009489052,0.6587792972992701,0.288588803649635,0.1939554752919708
LUNG_N19,19,normal_lung,Endothelial cells,Tumor ECs,13,0.0,0.06330920615384615,0.07892888307692308,0.1398432769230769,0.68232288,0.4635099353846154,0.2476642607692308
LUNG_N19,19,normal_lung,Epithelial cells,AT1,8,0.06048276375,0.17738902624999997,0.01201528,0.22989261,0.108624993125,0.5666499875,0.08356615125
LUNG_N19,19,normal_lung,Epithelial cells,AT2,151,0.03173963378145695,0.14721967441721853,0.2556885760331126,0.24822051950993376,0.13311262043708608,0.4537247320198675,0.08907198725827814
LUNG_N19,19,normal_lung,Epithelial cells,Ciliated,8,0.007432425,0.0424268,0.032759747500000005,0.20121496249999998,0.085403598625,0.21007094375,0.19153921125
LUNG_N19,19,normal_lung,Epithelial cells,Club,5,0.058661300000000006,0.434014934,0.259840232,0.330647582,0.25471592800000004,0.287197864,0.07182189
LUNG_N19,19,normal_lung,Epithelial cells,Undetermined,2,0.0,0.126853395,0.877414945,2.0316614,0.653304935,0.56823552,0.1340209275
LUNG_N19,19,normal_lung,Fibroblasts,COL13A1+ matrix FBs,39,0.0,0.07331312666666666,0.05755510025641026,0.25200457897435896,0.8228576735897436,0.2772456707692308,0.1894272746153846
LUNG_N19,19,normal_lung,Fibroblasts,COL14A1+ matrix FBs,1,0.0,0.11520048,0.11520048,0.68175286,0.8263363,0.90586215,0.11520048
LUNG_N19,19,normal_lung,Fibroblasts,Pericytes,16,0.0,0.074509940625,0.072952569375,0.62963641,0.717943174375,0.2257069,0.096119124375
LUNG_N19,19,normal_lung,Fibroblasts,Smooth muscle cells,15,0.0,0.15116494666666666,0.129589384,0.35379637399999997,0.9021828066666667,0.3845575233333333,0.10814320266666666
LUNG_N19,19,normal_lung,Fibroblasts,Undetermined,9,0.04747261444444444,0.8369270333333333,0.13909732444444445,0.2510976611111111,0.5650166455555555,0.3391474144444444,0.09234427555555556
LUNG_N19,19,normal_lung,MAST cells,MAST,187,0.06797250647058824,0.15087185545454546,0.11175194069518717,0.18276081272727274,0.7629979542780748,0.30810652887700535,0.2812604465775401
LUNG_N19,19,normal_lung,Myeloid cells,Activated DCs,12,0.0,0.023016834166666666,0.2961079008333333,0.2986399375,0.7085073508333334,0.5800363833333333,0.06625424666666667
LUNG_N19,19,normal_lung,Myeloid cells,Alveolar Mac,770,0.07532302632337662,0.13819986024025974,1.1126633566493507,2.371317108831169,0.6975512397532468,0.49505759614285716,0.19747866395064936
LUNG_N19,19,normal_lung,Myeloid cells,CD141+ DCs,10,0.095290166,0.048518472,0.332517162,0.162867025,0.594356762,0.5700833989999999,0.08293283500000001
LUNG_N19,19,normal_lung,Myeloid cells,CD163+CD14+ DCs,15,0.07481311266666667,0.09442574599999999,1.7517525999999999,0.840574528,0.7759909473333334,0.636349022,0.2720049386666667
LUNG_N19,19,normal_lung,Myeloid cells,CD1c+ DCs,72,0.08321238888888888,0.15038677819444446,0.8106173458333333,0.5781899999861111,0.7055865586111111,0.6131309970833334,0.11358873361111112
LUNG_N19,19,normal_lung,Myeloid cells,Monocytes,195,0.023551982676923076,0.17449670556923075,2.447916684820513,0.31565092641025644,0.5967873229230769,0.34760088969230774,0.040158525179487176
LUNG_N19,19,normal_lung,Myeloid cells,Pleural Mac,2,0.094999635,0.06581041,0.48960910999999996,0.0,0.35762142500000005,0.45470038,0.160810045
LUNG_N19,19,normal_lung,Myeloid cells,Undetermined,5,0.0,0.10119971000000001,0.09756008000000001,0.9021901719999998,0.32429233599999996,0.272667062,0.0
LUNG_N19,19,normal_lung,Myeloid cells,mo-Mac,52,0.11145742192307692,0.1906139085576923,0.7834550613461538,2.052756497115385,0.6383184646153846,0.43053324134615384,0.18512764209615382
LUNG_N19,19,normal_lung,Myeloid cells,pDCs,1,0.0,0.0,0.0,0.22372611,0.5986077,0.22135697,0.0
LUNG_N19,19,normal_lung,NK cells,NK,383,0.1797500222454308,2.794624031331593,0.12054825451697126,0.2421402795822454,0.2892438603655353,0.4012884145169712,0.13797334738903394
LUNG_N19,19,normal_lung,NK cells,Undetermined,3,0.0,3.2469842,0.0,0.18093066666666668,0.3418451933333333,0.7113979466666667,1.6126517333333332
LUNG_N19,19,normal_lung,T lymphocytes,CD4+ Th,389,0.0985029966066838,0.6081382984318766,0.11222106506426735,0.22055036429305913,0.5103017275835475,0.4592956962467866,0.10332566102827763
LUNG_N19,19,normal_lung,T lymphocytes,CD8 low T,30,0.10802990733333333,1.3235997413333334,0.15830364366666666,0.24171353266666668,0.32710813666666666,0.3928245396666667,0.12072070333333333
LUNG_N19,19,normal_lung,T lymphocytes,Cytotoxic CD8+ T,107,0.17866891607476634,1.815106368224299,0.1517679704672897,0.20864256009345794,0.3498551809345794,0.36250017392523365,0.13214430523364487
LUNG_N19,19,normal_lung,T lymphocytes,Exhausted CD8+ T,16,0.187354130625,1.335580025,0.112173648125,0.226174336875,0.445367146875,0.566062778125,0.15940122625
LUNG_N19,19,normal_lung,T lymphocytes,NK,35,0.13562394657142857,1.8509593171428573,0.12225192285714286,0.23929971028571428,0.3965067934285714,0.4807945117142857,0.18829727285714287
LUNG_N19,19,normal_lung,T lymphocytes,Naive CD4+ T,35,0.04033141657142857,0.09321988257142856,0.09721514857142857,0.17602039028571428,0.3783889317142857,0.32066031885714286,0.13402464885714285
LUNG_N19,19,normal_lung,T lymphocytes,Naive CD8+ T,10,0.233315968,1.318053055,0.118740267,0.23396235,0.365180088,0.301175674,0.177136538
LUNG_N19,19,normal_lung,T lymphocytes,Treg,15,0.34302947066666667,0.20878933933333332,0.143399106,0.1932573986666667,0.38554005266666663,0.49362909066666666,0.12204027333333332
LUNG_N19,19,normal_lung,T lymphocytes,Undetermined,5,0.202654428,0.8556446019999999,0.07119076799999999,0.262810046,0.54419392,0.813845154,2.12490334
LUNG_N20,20,normal_lung,B lymphocytes,Follicular B cells,21,0.02379452619047619,0.01759831095238095,0.11761914857142856,0.28480918285714285,0.13458841285714285,0.1847869280952381,0.10533937238095238
LUNG_N20,20,normal_lung,B lymphocytes,GrB-secreting B cells,13,0.022069226923076925,0.680875646923077,0.03746446923076923,0.18121342384615383,0.4717892584615384,0.31754329846153845,0.19845342615384617
LUNG_N20,20,normal_lung,B lymphocytes,MALT B cells,1,0.0,0.0,0.17500286,0.0,0.377048,0.35000572,0.0
LUNG_N20,20,normal_lung,B lymphocytes,Undetermined,1,0.0,0.28057322,0.28057322,0.8417197,0.0,0.28057322,0.0
LUNG_N20,20,normal_lung,Endothelial cells,EPCs,7,0.02720674642857143,0.2147747857142857,0.5673518342857143,1.6655843200000002,0.7084942,0.4396013657142857,0.17809196714285713
LUNG_N20,20,normal_lung,Endothelial cells,Lymphatic ECs,7,0.0,0.0,0.03029940142857143,0.17811145857142857,0.7153639971428571,0.11764785142857144,0.2807020985714286
LUNG_N20,20,normal_lung,Endothelial cells,Stalk-like ECs,39,0.0,0.03956022820512821,0.05740924256410256,0.29297344999999997,0.6010505615384616,0.2843645158974359,0.20542549846153846
LUNG_N20,20,normal_lung,Endothelial cells,Tip-like ECs,17,0.0,0.0,0.14669106176470587,0.1709898029411765,0.5982115405882353,0.2843046882352941,0.12913726058823527
LUNG_N20,20,normal_lung,Endothelial cells,Tumor ECs,5,0.0,0.0,0.0,0.062041974,0.7648763620000001,0.43608259,0.35202871199999997
LUNG_N20,20,normal_lung,Epithelial cells,AT1,45,0.0019056775555555557,0.09506064866666668,0.08203556622222222,0.2256876691111111,0.07714265955555555,0.5157165408888889,0.06850232875555555
LUNG_N20,20,normal_lung,Epithelial cells,AT2,191,0.02437679162303665,0.07140305207329843,0.1888439117696335,0.2739466582198953,0.15360291085340314,0.39724788235602093,0.06912127077486911
LUNG_N20,20,normal_lung,Epithelial cells,Ciliated,23,0.006317967391304348,0.04656397130434783,0.1668587304347826,0.3104130469565218,0.17529201695652172,0.29615612913043476,0.20146801260869565
LUNG_N20,20,normal_lung,Epithelial cells,Club,34,0.01575781382352941,0.03279478844117647,0.40558158588235294,0.2903987738235294,0.13562152961764706,0.27702634205882354,0.06613233147058824
LUNG_N20,20,normal_lung,Epithelial cells,Undetermined,12,0.0350678375,0.0149220525,0.7713070516666667,1.863718475,0.6158856825,0.4357682425,0.14837008483333333
LUNG_N20,20,normal_lung,Fibroblasts,COL13A1+ matrix FBs,5,0.0,0.0,0.069345264,0.285560652,1.3309815999999999,0.356842772,0.20692720599999997
LUNG_N20,20,normal_lung,Fibroblasts,COL14A1+ matrix FBs,4,0.0,0.0243044365,0.049731615,0.2130404515,0.974012175,0.5548392799999999,0.162935525
LUNG_N20,20,normal_lung,Fibroblasts,Pericytes,3,0.0,0.0,0.12171388666666666,0.6483817333333333,0.7757012099999999,0.3840033866666666,0.0
LUNG_N20,20,normal_lung,Fibroblasts,Smooth muscle cells,1,0.0,0.0,0.0,0.15544643,1.3964201,0.15544643,0.0
LUNG_N20,20,normal_lung,MAST cells,MAST,157,0.0368449747133758,0.06791784031847134,0.10641874063694266,0.2839134158598726,0.6892199831847134,0.21973481815286625,0.27232938261146494
LUNG_N20,20,normal_lung,Myeloid cells,Activated DCs,4,0.0361738475,0.0,0.2862811975,0.2480405725,0.5468709350000001,0.43320410499999995,0.0361738475
LUNG_N20,20,normal_lung,Myeloid cells,Alveolar Mac,3238,0.06006879917387276,0.057556700101605934,1.0423046118869672,2.1871350974583077,0.6942448323255096,0.3898815533983941,0.2094925299811612
LUNG_N20,20,normal_lung,Myeloid cells,CD141+ DCs,1,0.15812819,0.0,0.5292517,0.0,0.48341417,0.47557673,0.0
LUNG_N20,20,normal_lung,Myeloid cells,CD163+CD14+ DCs,18,0.05944569666666667,0.10024015,1.8013743444444446,0.8860222166666667,0.7945336333333333,0.5365180816666667,0.3133711044444445
LUNG_N20,20,normal_lung,Myeloid cells,CD1c+ DCs,157,0.08090356445859873,0.05957103550318472,1.0589750621019107,0.5514150944585988,0.7241502034394904,0.47036772991082804,0.14654320050955413
LUNG_N20,20,normal_lung,Myeloid cells,CD207+CD1a+ LCs,4,0.0,0.0,0.5404446749999999,0.46265693750000003,0.6019626625,0.62666186,0.5015399925
LUNG_N20,20,normal_lung,Myeloid cells,Monocytes,93,0.020307695591397848,0.06767437161290323,2.2118812796774194,0.30309455010752684,0.6113255796774194,0.3644222388172043,0.06808862741935484
LUNG_N20,20,normal_lung,Myeloid cells,Pleural Mac,5,0.099600632,0.070898388,0.705005284,0.730842582,0.550470606,0.436112164,0.168183814
LUNG_N20,20,normal_lung,Myeloid cells,Undetermined,4,0.0619928875,0.090644955,0.4445239875,1.46378834,0.58479046,0.237629605,0.1670564025
LUNG_N20,20,normal_lung,Myeloid cells,mo-Mac,21,0.0617396019047619,0.060079951428571435,1.200986117142857,1.8215034857142858,0.7448744738095238,0.4467593385714285,0.38301470600000004
LUNG_N20,20,normal_lung,NK cells,NK,399,0.16018950320802006,2.8417353862155386,0.13582775165413533,0.24162707561403507,0.36831490205513784,0.2950452046867168,0.1548310904010025
LUNG_N20,20,normal_lung,NK cells,Undetermined,1,0.0,2.5085194,0.0,0.0,0.47351298,0.40856484,1.4101534
LUNG_N20,20,normal_lung,T lymphocytes,CD4+ Th,289,0.09287446110726644,0.724063508650519,0.09315721332179931,0.23664677297577855,0.5206362243252595,0.32728232266435986,0.12300981107266436
LUNG_N20,20,normal_lung,T lymphocytes,CD8 low T,59,0.1956788840677966,1.3665218722033898,0.09976515644067797,0.22213179271186442,0.42188869542372887,0.34719870932203395,0.15778891627118646
LUNG_N20,20,normal_lung,T lymphocytes,Cytotoxic CD8+ T,88,0.1477734143181818,1.8098772273863637,0.11551838829545455,0.27166011409090907,0.45900737068181824,0.28741137159090907,0.15880288261363637
LUNG_N20,20,normal_lung,T lymphocytes,Exhausted CD8+ T,5,0.425942862,1.26336322,0.0,0.254480146,0.471405808,0.486830894,0.0
LUNG_N20,20,normal_lung,T lymphocytes,Exhausted Tfh,1,0.74032927,0.25219402,0.25219402,0.0,0.44316897,0.50438803,0.0
LUNG_N20,20,normal_lung,T lymphocytes,NK,31,0.20910044096774194,1.8923117967741936,0.0790101464516129,0.15227415677419356,0.3832895029032258,0.31820661935483874,0.14477011419354838
LUNG_N20,20,normal_lung,T lymphocytes,Naive CD4+ T,52,0.06855481692307692,0.09356017596153847,0.0675005128846154,0.23077556173076924,0.314460625,0.29571380423076926,0.10019339980769232
LUNG_N20,20,normal_lung,T lymphocytes,Naive CD8+ T,8,0.06485198875,1.3213439574999999,0.1457731,0.03550962,0.35641624125,0.247974225,0.13778022375
LUNG_N20,20,normal_lung,T lymphocytes,Treg,12,0.27529964916666666,0.03981561249999999,0.09280855916666668,0.18278916916666665,0.41622869833333337,0.44768559833333327,0.11377796
LUNG_N20,20,normal_lung,T lymphocytes,Undetermined,5,0.149275768,0.19477668,0.041786012,0.376098748,0.546685018,0.8097584359999999,1.23027946
LUNG_N28,28,normal_lung,B lymphocytes,Follicular B cells,17,0.021927195294117647,0.10957952764705883,0.09478322294117646,0.32696311,0.295531562,0.11025098764705883,0.1276347494117647
LUNG_N28,28,normal_lung,B lymphocytes,GC B cells in the DZ,1,0.0,0.0,0.31221408,0.31221408,0.26761207,0.5228616,1.608459
LUNG_N28,28,normal_lung,B lymphocytes,GrB-secreting B cells,9,0.06656402777777777,0.569667064,0.08801768555555556,0.22177079666666666,0.48521317999999997,0.40386638444444445,0.21942738888888888
LUNG_N28,28,normal_lung,B lymphocytes,MALT B cells,4,0.0441340375,0.5366557325,0.08882329625,0.3755706175,0.2935085125,0.25423020749999997,0.019024285
LUNG_N28,28,normal_lung,B lymphocytes,Plasma cells,2,0.0,0.181232275,0.0,0.32558596500000003,0.16662784,0.0,0.0
LUNG_N28,28,normal_lung,B lymphocytes,Undetermined,3,0.0,0.29461846666666663,0.14388979999999998,0.3855252866666667,0.3143761366666667,0.25607356,0.1556024433333333
LUNG_N28,28,normal_lung,Endothelial cells,Lymphatic ECs,5,0.0,0.153977404,0.129770778,0.40434089999999995,0.6453392,0.40202684799999994,0.424708852
LUNG_N28,28,normal_lung,Endothelial cells,Stalk-like ECs,1,0.0,0.0,0.0,0.0,0.25320575,0.0,0.39613354
LUNG_N28,28,normal_lung,Endothelial cells,Tip-like ECs,5,0.0,0.25105286,0.0,0.215455752,0.48068915400000006,0.281844882,0.07230916600000001
LUNG_N28,28,normal_lung,Epithelial cells,AT1,19,0.01801386052631579,0.32214347073684213,0.15800021789473684,0.21104678842105265,0.13126499894736843,0.49982719105263157,0.0835315954736842
LUNG_N28,28,normal_lung,Epithelial cells,AT2,208,0.029613027600961538,0.17348408083173078,0.2021065426826923,0.3538233391634616,0.1095466076875,0.5686573859615385,0.11111079848076924
LUNG_N28,28,normal_lung,Epithelial cells,Club,1,0.08268734,0.24806203,0.41679427,0.1377048,0.2592315,0.34976983,0.08268734
LUNG_N28,28,normal_lung,Epithelial cells,Undetermined,5,0.0385478932,0.1096391922,0.5684533359999999,2.11174854,0.5004067680000001,0.472574018,0.5120870959999999
LUNG_N28,28,normal_lung,Fibroblasts,COL14A1+ matrix FBs,9,0.07084608333333334,0.24505402888888886,0.10366029666666667,0.3485476788888889,0.90498141,0.4875699911111111,0.14799842666666665
LUNG_N28,28,normal_lung,Fibroblasts,Pericytes,1,0.0,0.0,0.39256096,0.499987,0.67296165,0.0,0.0
LUNG_N28,28,normal_lung,Fibroblasts,Smooth muscle cells,2,0.0,0.26623189999999997,0.0,0.316264475,0.9356177999999999,0.6703027699999999,0.28017642
LUNG_N28,28,normal_lung,MAST cells,MAST,57,0.05252317771929825,0.10190786140350877,0.08710634087719299,0.2663501850877193,0.6588576145614035,0.2509847928070176,0.38706298578947373
LUNG_N28,28,normal_lung,Myeloid cells,Alveolar Mac,728,0.05694280873214286,0.19101607188873626,0.7776511952609891,2.3310669529532966,0.6153931026236265,0.41752712593956043,0.2746517424519231
LUNG_N28,28,normal_lung,Myeloid cells,CD141+ DCs,1,0.36654258,0.26521596,0.58243185,0.4678692,0.5395253,0.26521596,0.10132661
LUNG_N28,28,normal_lung,Myeloid cells,CD163+CD14+ DCs,3,0.0,0.2741287666666667,1.5911632666666666,0.7327891000000001,0.7670560266666667,0.617799,0.12076327666666668
LUNG_N28,28,normal_lung,Myeloid cells,CD1c+ DCs,10,0.0364066915,0.11242104500000001,1.1447088280000002,0.602062627,0.624984059,0.527628244,0.149583931
LUNG_N28,28,normal_lung,Myeloid cells,Monocytes,29,0.026680088275862067,0.16208045448275862,2.3671336806896552,0.43284095931034483,0.608537525862069,0.43840335275862075,0.12128625965517242
LUNG_N28,28,normal_lung,Myeloid cells,Pleural Mac,1,0.0,0.0,2.2352903,0.39371738,0.48515084,0.39371738,0.39371738
LUNG_N28,28,normal_lung,Myeloid cells,Undetermined,6,0.0,0.11668755000000001,0.35110386166666663,1.1999677966666666,0.36458668499999997,0.49465586666666667,0.058516566666666665
LUNG_N28,28,normal_lung,Myeloid cells,mo-Mac,7,0.10526787928571427,0.057263085,1.2013647857142857,2.405142514285714,0.5933897485714287,0.34414843285714286,0.16279484714285714
LUNG_N28,28,normal_lung,NK cells,CD8 low T,6,0.30471934333333334,2.2601360833333337,0.27952389333333333,0.32951701333333333,0.42755944,0.16025920000000002,0.32089613333333333
LUNG_N28,28,normal_lung,NK cells,NK,282,0.2066354314539007,2.9632211925531915,0.09550225702127658,0.3234894995390071,0.3512918462056738,0.31120357684397165,0.18730068368794325
LUNG_N28,28,normal_lung,NK cells,Undetermined,8,0.2141908,2.7337853375,0.08460402875,0.3210653625,0.56732061375,0.56055439375,1.44610207875
LUNG_N28,28,normal_lung,T lymphocytes,CD4+ Th,476,0.07900919226890757,0.5439961902731092,0.0993517431302521,0.313049768907563,0.44342253039915963,0.3707882737605042,0.1601085232352941
LUNG_N28,28,normal_lung,T lymphocytes,CD8 low T,75,0.1472513172,1.8607756134666666,0.12545398986666667,0.28956085946666665,0.3449679909333333,0.3120098305333333,0.19854827893333335
LUNG_N28,28,normal_lung,T lymphocytes,CD8+/CD4+ Mixed Th,1,0.0,0.0,0.28116974,0.28116974,0.4820053,0.38051084,0.5623395
LUNG_N28,28,normal_lung,T lymphocytes,Cytotoxic CD8+ T,418,0.16722415715311004,1.955971384736842,0.11233912062200957,0.30799316468899524,0.36961149179425834,0.32977774466507176,0.20315601454545457
LUNG_N28,28,normal_lung,T lymphocytes,Exhausted CD8+ T,45,0.2620283013333333,1.5446358495555554,0.09643325066666668,0.3256456186666667,0.45342807088888887,0.41992905822222226,0.2852312484444444
LUNG_N28,28,normal_lung,T lymphocytes,Exhausted Tfh,2,0.7503361199999999,0.8985467500000001,0.0,0.19996629,0.382784715,0.43264805,0.230532335
LUNG_N28,28,normal_lung,T lymphocytes,NK,34,0.21444273705882355,1.761098645882353,0.10159792352941176,0.36600352294117644,0.33864913588235296,0.3416900808823529,0.20126492176470587
LUNG_N28,28,normal_lung,T lymphocytes,Naive CD4+ T,41,0.06785453609756097,0.25025279902439024,0.07177666341463415,0.259705652195122,0.3659848817073171,0.3260478931707317,0.12714519487804876
LUNG_N28,28,normal_lung,T lymphocytes,Naive CD8+ T,6,0.09076661833333333,1.0628845150000001,0.2863017566666667,0.41033899166666665,0.254024655,0.29177829666666666,0.19481829833333333
LUNG_N28,28,normal_lung,T lymphocytes,Treg,20,0.3260274345,0.199119031,0.0621322475,0.2863982775,0.331647681,0.47630890500000006,0.130810064
LUNG_N28,28,normal_lung,T lymphocytes,Undetermined,17,0.13941862000000002,0.9488482294117647,0.16014340517647058,0.2638039082352941,0.5632558723529412,0.7082572194117647,1.9049025294117645
LUNG_N30,30,normal_lung,B lymphocytes,Follicular B cells,21,0.02719191857142857,0.06204238285714285,0.022051259523809524,0.14048850571428573,0.10311899333333334,0.22470682952380952,0.06009811142857143
LUNG_N30,30,normal_lung,B lymphocytes,GrB-secreting B cells,26,0.07326668461538462,0.6232068426923077,0.06438554461538462,0.18517463115384616,0.4036079730769231,0.23345278615384613,0.14288720384615383
LUNG_N30,30,normal_lung,B lymphocytes,MALT B cells,4,0.0,0.09063958999999999,0.0304529825,0.17718209499999998,0.361918805,0.0,0.06018661
LUNG_N30,30,normal_lung,B lymphocytes,Plasma cells,2,0.0,0.10663748,0.0,0.10663748,0.14590721,0.0,0.0
LUNG_N30,30,normal_lung,B lymphocytes,Undetermined,3,0.0,0.12738952,0.0,0.0,0.3430197033333333,0.12738952,0.0
LUNG_N30,30,normal_lung,Endothelial cells,EPCs,8,0.09122739,1.1201294625,0.3183834575,0.3638618575,0.52782797125,0.34166343125,0.21891695875
LUNG_N30,30,normal_lung,Endothelial cells,Lymphatic ECs,65,0.007049649538461538,0.12187552753846154,0.08711514569230769,0.21241869246153847,0.6458290755384616,0.3827006936923077,0.39504697738461536
LUNG_N30,30,normal_lung,Endothelial cells,Stalk-like ECs,26,0.007429494230769231,0.1119942826923077,0.034865219615384614,0.09450011269230771,0.627018083076923,0.27028798807692306,0.15494222153846152
LUNG_N30,30,normal_lung,Endothelial cells,Tip-like ECs,76,0.0,0.05894532486842106,0.08940445302631579,0.10636131657894737,0.5196135323684211,0.23567202434210527,0.14097828999999998
LUNG_N30,30,normal_lung,Endothelial cells,Tumor ECs,5,0.0,0.0,0.16131446600000002,0.13157457,0.5241436260000001,0.333810352,0.474684814
LUNG_N30,30,normal_lung,Epithelial cells,AT1,34,0.007230060588235295,0.10060851470588235,0.07585309529411764,0.12729832588235296,0.03833446117647059,0.5245846994117647,0.11813500999999998
LUNG_N30,30,normal_lung,Epithelial cells,AT2,72,0.03097316375,0.1603233363611111,0.19871531868055556,0.12490104784722221,0.09192899348611111,0.42220532625,0.1250304783611111
LUNG_N30,30,normal_lung,Epithelial cells,Ciliated,119,0.027710999201680672,0.15521365163865547,0.08960239840336134,0.12776517047058825,0.11740078864705883,0.3598197268067227,0.23816998789915966
LUNG_N30,30,normal_lung,Epithelial cells,Club,104,0.02077204958653846,0.11281654506730769,0.3648751911153846,0.16965834872115385,0.12900024045192307,0.3240423933653846,0.10671152735576922
