sample,patient_id,tissue_site,cell_type_clean,Cell_subtype,n_cells,total_cells,sample_fraction
LUNG_T09,09,primary_tumor,B lymphocytes,Undetermined,11,3840,0.002864583333333333
LUNG_T09,09,primary_tumor,Endothelial cells,EPCs,2,3840,0.0005208333333333333
LUNG_T09,09,primary_tumor,Endothelial cells,Lymphatic ECs,1,3840,0.00026041666666666666
LUNG_T09,09,primary_tumor,Endothelial cells,Tip-like ECs,2,3840,0.0005208333333333333
LUNG_T09,09,primary_tumor,Endothelial cells,Tumor ECs,23,3840,0.005989583333333334
LUNG_T09,09,primary_tumor,Epithelial cells,tS1,5,3840,0.0013020833333333333
LUNG_T09,09,primary_tumor,Fibroblasts,COL13A1+ matrix FBs,1,3840,0.00026041666666666666
LUNG_T09,09,primary_tumor,Fibroblasts,Myofibroblasts,6,3840,0.0015625
LUNG_T09,09,primary_tumor,Fibroblasts,Pericytes,10,3840,0.0026041666666666665
LUNG_T09,09,primary_tumor,Fibroblasts,Smooth muscle cells,1,3840,0.00026041666666666666
LUNG_T09,09,primary_tumor,Fibroblasts,Undetermined,1,3840,0.00026041666666666666
LUNG_T09,09,primary_tumor,MAST cells,MAST,56,3840,0.014583333333333334
LUNG_T09,09,primary_tumor,Myeloid cells,Activated DCs,15,3840,0.00390625
LUNG_T09,09,primary_tumor,Myeloid cells,Alveolar Mac,34,3840,0.008854166666666666
LUNG_T09,09,primary_tumor,Myeloid cells,CD141+ DCs,18,3840,0.0046875
LUNG_T09,09,primary_tumor,Myeloid cells,CD163+CD14+ DCs,62,3840,0.016145833333333335
LUNG_T09,09,primary_tumor,Myeloid cells,CD1c+ DCs,46,3840,0.011979166666666667
LUNG_T09,09,primary_tumor,Myeloid cells,CD207+CD1a+ LCs,1,3840,0.00026041666666666666
LUNG_T09,09,primary_tumor,Myeloid cells,Monocytes,95,3840,0.024739583333333332
LUNG_T09,09,primary_tumor,Myeloid cells,Pleural Mac,4,3840,0.0010416666666666667
LUNG_T09,09,primary_tumor,Myeloid cells,Undetermined,70,3840,0.018229166666666668
LUNG_T09,09,primary_tumor,Myeloid cells,mo-Mac,1115,3840,0.2903645833333333
LUNG_T09,09,primary_tumor,Myeloid cells,pDCs,21,3840,0.00546875
LUNG_T09,09,primary_tumor,NK cells,CD8 low T,1,3840,0.00026041666666666666
LUNG_T09,09,primary_tumor,NK cells,NK,55,3840,0.014322916666666666
LUNG_T09,09,primary_tumor,T lymphocytes,CD4+ Th,435,3840,0.11328125
LUNG_T09,09,primary_tumor,T lymphocytes,CD8 low T,126,3840,0.0328125
LUNG_T09,09,primary_tumor,T lymphocytes,CD8+/CD4+ Mixed Th,3,3840,0.00078125
LUNG_T09,09,primary_tumor,T lymphocytes,Cytotoxic CD8+ T,93,3840,0.02421875
LUNG_T09,09,primary_tumor,T lymphocytes,Exhausted CD8+ T,640,3840,0.16666666666666666
LUNG_T09,09,primary_tumor,T lymphocytes,Exhausted Tfh,19,3840,0.0049479166666666664
LUNG_T09,09,primary_tumor,T lymphocytes,NK,23,3840,0.005989583333333334
LUNG_T09,09,primary_tumor,T lymphocytes,Naive CD4+ T,62,3840,0.016145833333333335
LUNG_T09,09,primary_tumor,T lymphocytes,Naive CD8+ T,26,3840,0.0067708333333333336
LUNG_T09,09,primary_tumor,T lymphocytes,Treg,99,3840,0.02578125
LUNG_T09,09,primary_tumor,T lymphocytes,Undetermined,39,3840,0.01015625
LUNG_T18,18,primary_tumor,B lymphocytes,Follicular B cells,243,3705,0.06558704453441296
LUNG_T18,18,primary_tumor,B lymphocytes,MALT B cells,22,3705,0.005937921727395412
LUNG_T18,18,primary_tumor,B lymphocytes,Plasma cells,5,3705,0.001349527665317139
LUNG_T18,18,primary_tumor,B lymphocytes,Undetermined,4,3705,0.0010796221322537112
LUNG_T18,18,primary_tumor,Endothelial cells,Lymphatic ECs,3,3705,0.0008097165991902834
LUNG_T18,18,primary_tumor,Endothelial cells,Stalk-like ECs,1,3705,0.0002699055330634278
LUNG_T18,18,primary_tumor,Endothelial cells,Tumor ECs,13,3705,0.0035087719298245615
LUNG_T18,18,primary_tumor,Epithelial cells,tS1,47,3705,0.012685560053981106
LUNG_T18,18,primary_tumor,Epithelial cells,tS2,953,3705,0.2572199730094467
LUNG_T18,18,primary_tumor,Epithelial cells,tS3,2,3705,0.0005398110661268556
LUNG_T18,18,primary_tumor,Fibroblasts,COL13A1+ matrix FBs,16,3705,0.004318488529014845
LUNG_T18,18,primary_tumor,Fibroblasts,Myofibroblasts,123,3705,0.03319838056680162
LUNG_T18,18,primary_tumor,Fibroblasts,Pericytes,7,3705,0.0018893387314439945
LUNG_T18,18,primary_tumor,Fibroblasts,Smooth muscle cells,19,3705,0.005128205128205128
LUNG_T18,18,primary_tumor,Fibroblasts,Undetermined,6,3705,0.0016194331983805667
LUNG_T18,18,primary_tumor,MAST cells,MAST,87,3705,0.02348178137651822
LUNG_T18,18,primary_tumor,Myeloid cells,Activated DCs,7,3705,0.0018893387314439945
LUNG_T18,18,primary_tumor,Myeloid cells,Alveolar Mac,12,3705,0.0032388663967611335
LUNG_T18,18,primary_tumor,Myeloid cells,CD141+ DCs,6,3705,0.0016194331983805667
LUNG_T18,18,primary_tumor,Myeloid cells,CD163+CD14+ DCs,51,3705,0.013765182186234818
LUNG_T18,18,primary_tumor,Myeloid cells,CD1c+ DCs,18,3705,0.004858299595141701
LUNG_T18,18,primary_tumor,Myeloid cells,CD207+CD1a+ LCs,5,3705,0.001349527665317139
LUNG_T18,18,primary_tumor,Myeloid cells,Monocytes,21,3705,0.005668016194331984
LUNG_T18,18,primary_tumor,Myeloid cells,Pleural Mac,6,3705,0.0016194331983805667
LUNG_T18,18,primary_tumor,Myeloid cells,Undetermined,125,3705,0.033738191632928474
LUNG_T18,18,primary_tumor,Myeloid cells,mo-Mac,761,3705,0.20539811066126856
LUNG_T18,18,primary_tumor,Myeloid cells,pDCs,7,3705,0.0018893387314439945
LUNG_T18,18,primary_tumor,NK cells,CD8 low T,1,3705,0.0002699055330634278
LUNG_T18,18,primary_tumor,NK cells,Cytotoxic CD8+ T,9,3705,0.0024291497975708503
LUNG_T18,18,primary_tumor,NK cells,NK,18,3705,0.004858299595141701
LUNG_T18,18,primary_tumor,T lymphocytes,CD4+ Th,228,3705,0.06153846153846154
LUNG_T18,18,primary_tumor,T lymphocytes,CD8 low T,58,3705,0.015654520917678813
LUNG_T18,18,primary_tumor,T lymphocytes,Cytotoxic CD8+ T,24,3705,0.006477732793522267
LUNG_T18,18,primary_tumor,T lymphocytes,Exhausted CD8+ T,127,3705,0.03427800269905533
LUNG_T18,18,primary_tumor,T lymphocytes,Exhausted Tfh,2,3705,0.0005398110661268556
LUNG_T18,18,primary_tumor,T lymphocytes,NK,11,3705,0.002968960863697706
LUNG_T18,18,primary_tumor,T lymphocytes,Naive CD4+ T,112,3705,0.030229419703103912
LUNG_T18,18,primary_tumor,T lymphocytes,Naive CD8+ T,25,3705,0.006747638326585695
LUNG_T18,18,primary_tumor,T lymphocytes,Treg,214,3705,0.05775978407557355
LUNG_T18,18,primary_tumor,T lymphocytes,Undetermined,17,3705,0.004588394062078272
LUNG_T19,19,primary_tumor,B lymphocytes,Follicular B cells,373,4361,0.08553084155010318
LUNG_T19,19,primary_tumor,B lymphocytes,GC B cells in the DZ,8,4361,0.0018344416418252694
LUNG_T19,19,primary_tumor,B lymphocytes,GC B cells in the LZ,6,4361,0.001375831231368952
LUNG_T19,19,primary_tumor,B lymphocytes,MALT B cells,24,4361,0.005503324925475808
LUNG_T19,19,primary_tumor,B lymphocytes,Plasma cells,6,4361,0.001375831231368952
LUNG_T19,19,primary_tumor,B lymphocytes,Undetermined,13,4361,0.002980967667966063
LUNG_T19,19,primary_tumor,Endothelial cells,EPCs,3,4361,0.000687915615684476
LUNG_T19,19,primary_tumor,Endothelial cells,Lymphatic ECs,8,4361,0.0018344416418252694
LUNG_T19,19,primary_tumor,Endothelial cells,Stalk-like ECs,30,4361,0.00687915615684476
LUNG_T19,19,primary_tumor,Endothelial cells,Tip-like ECs,74,4361,0.016968585186883742
LUNG_T19,19,primary_tumor,Endothelial cells,Tumor ECs,44,4361,0.010089429030038982
LUNG_T19,19,primary_tumor,Epithelial cells,tS1,160,4361,0.03668883283650539
LUNG_T19,19,primary_tumor,Epithelial cells,tS2,25,4361,0.005732630130703967
LUNG_T19,19,primary_tumor,Epithelial cells,tS3,37,4361,0.008484292593441871
LUNG_T19,19,primary_tumor,Fibroblasts,COL13A1+ matrix FBs,62,4361,0.014216922724145839
LUNG_T19,19,primary_tumor,Fibroblasts,COL14A1+ matrix FBs,3,4361,0.000687915615684476
LUNG_T19,19,primary_tumor,Fibroblasts,Myofibroblasts,10,4361,0.002293052052281587
LUNG_T19,19,primary_tumor,Fibroblasts,Pericytes,6,4361,0.001375831231368952
LUNG_T19,19,primary_tumor,Fibroblasts,Smooth muscle cells,26,4361,0.005961935335932126
LUNG_T19,19,primary_tumor,Fibroblasts,Undetermined,7,4361,0.0016051364365971107
LUNG_T19,19,primary_tumor,MAST cells,MAST,424,4361,0.09722540701673928
LUNG_T19,19,primary_tumor,Myeloid cells,Activated DCs,36,4361,0.008254987388213713
LUNG_T19,19,primary_tumor,Myeloid cells,Alveolar Mac,405,4361,0.09286860811740426
LUNG_T19,19,primary_tumor,Myeloid cells,CD141+ DCs,15,4361,0.00343957807842238
LUNG_T19,19,primary_tumor,Myeloid cells,CD163+CD14+ DCs,53,4361,0.01215317587709241
LUNG_T19,19,primary_tumor,Myeloid cells,CD1c+ DCs,105,4361,0.024077046548956663
LUNG_T19,19,primary_tumor,Myeloid cells,CD207+CD1a+ LCs,36,4361,0.008254987388213713
LUNG_T19,19,primary_tumor,Myeloid cells,Monocytes,167,4361,0.038293969273102496
LUNG_T19,19,primary_tumor,Myeloid cells,Pleural Mac,9,4361,0.0020637468470534283
LUNG_T19,19,primary_tumor,Myeloid cells,Undetermined,43,4361,0.009860123824810824
LUNG_T19,19,primary_tumor,Myeloid cells,mo-Mac,327,4361,0.0749828021096079
LUNG_T19,19,primary_tumor,Myeloid cells,pDCs,10,4361,0.002293052052281587
LUNG_T19,19,primary_tumor,NK cells,Cytotoxic CD8+ T,1,4361,0.00022930520522815867
LUNG_T19,19,primary_tumor,NK cells,NK,58,4361,0.013299701903233204
LUNG_T19,19,primary_tumor,NK cells,Undetermined,1,4361,0.00022930520522815867
LUNG_T19,19,primary_tumor,T lymphocytes,CD4+ Th,570,4361,0.13070396698005043
LUNG_T19,19,primary_tumor,T lymphocytes,CD8 low T,50,4361,0.011465260261407933
LUNG_T19,19,primary_tumor,T lymphocytes,Cytotoxic CD8+ T,37,4361,0.008484292593441871
LUNG_T19,19,primary_tumor,T lymphocytes,Exhausted CD8+ T,36,4361,0.008254987388213713
LUNG_T19,19,primary_tumor,T lymphocytes,Exhausted Tfh,6,4361,0.001375831231368952
LUNG_T19,19,primary_tumor,T lymphocytes,NK,12,4361,0.002751662462737904
LUNG_T19,19,primary_tumor,T lymphocytes,Naive CD4+ T,219,4361,0.05021783994496675
LUNG_T19,19,primary_tumor,T lymphocytes,Naive CD8+ T,26,4361,0.005961935335932126
LUNG_T19,19,primary_tumor,T lymphocytes,Treg,192,4361,0.04402659940380647
LUNG_T19,19,primary_tumor,T lymphocytes,Undetermined,16,4361,0.0036688832836505388
LUNG_T20,20,primary_tumor,B lymphocytes,Follicular B cells,46,4021,0.011439940313354886
LUNG_T20,20,primary_tumor,B lymphocytes,Plasma cells,1,4021,0.0002486943546381497
LUNG_T20,20,primary_tumor,B lymphocytes,Undetermined,6,4021,0.0014921661278288984
LUNG_T20,20,primary_tumor,Endothelial cells,Tumor ECs,2,4021,0.0004973887092762995
LUNG_T20,20,primary_tumor,Epithelial cells,tS1,47,4021,0.011688634667993036
LUNG_T20,20,primary_tumor,Epithelial cells,tS2,387,4021,0.09624471524496393
LUNG_T20,20,primary_tumor,Fibroblasts,Myofibroblasts,13,4021,0.003233026610295946
LUNG_T20,20,primary_tumor,Fibroblasts,Smooth muscle cells,4,4021,0.000994777418552599
LUNG_T20,20,primary_tumor,MAST cells,MAST,83,4021,0.020641631434966425
LUNG_T20,20,primary_tumor,Myeloid cells,Activated DCs,20,4021,0.004973887092762994
LUNG_T20,20,primary_tumor,Myeloid cells,Alveolar Mac,77,4021,0.019149465307137528
LUNG_T20,20,primary_tumor,Myeloid cells,CD141+ DCs,6,4021,0.0014921661278288984
LUNG_T20,20,primary_tumor,Myeloid cells,CD163+CD14+ DCs,113,4021,0.028102462074110917
LUNG_T20,20,primary_tumor,Myeloid cells,CD1c+ DCs,50,4021,0.012434717731907486
LUNG_T20,20,primary_tumor,Myeloid cells,CD207+CD1a+ LCs,3,4021,0.0007460830639144492
LUNG_T20,20,primary_tumor,Myeloid cells,Monocytes,25,4021,0.006217358865953743
LUNG_T20,20,primary_tumor,Myeloid cells,Pleural Mac,2,4021,0.0004973887092762995
LUNG_T20,20,primary_tumor,Myeloid cells,Undetermined,45,4021,0.011191245958716737
LUNG_T20,20,primary_tumor,Myeloid cells,mo-Mac,557,4021,0.1385227555334494
LUNG_T20,20,primary_tumor,Myeloid cells,pDCs,23,4021,0.005719970156677443
LUNG_T20,20,primary_tumor,NK cells,CD4+ Th,1,4021,0.0002486943546381497
LUNG_T20,20,primary_tumor,NK cells,CD8 low T,2,4021,0.0004973887092762995
LUNG_T20,20,primary_tumor,NK cells,Exhausted CD8+ T,1,4021,0.0002486943546381497
LUNG_T20,20,primary_tumor,NK cells,NK,36,4021,0.008952996766973389
LUNG_T20,20,primary_tumor,T lymphocytes,CD4+ Th,460,4021,0.11439940313354886
LUNG_T20,20,primary_tumor,T lymphocytes,CD8 low T,130,4021,0.032330266102959464
LUNG_T20,20,primary_tumor,T lymphocytes,Cytotoxic CD8+ T,27,4021,0.0067147475752300425
LUNG_T20,20,primary_tumor,T lymphocytes,Exhausted CD8+ T,356,4021,0.0885351902511813
LUNG_T20,20,primary_tumor,T lymphocytes,Exhausted Tfh,320,4021,0.0795821934842079
LUNG_T20,20,primary_tumor,T lymphocytes,NK,3,4021,0.0007460830639144492
LUNG_T20,20,primary_tumor,T lymphocytes,Naive CD4+ T,62,4021,0.015419049987565282
LUNG_T20,20,primary_tumor,T lymphocytes,Naive CD8+ T,9,4021,0.002238249191743347
LUNG_T20,20,primary_tumor,T lymphocytes,Treg,133,4021,0.033076349166873915
LUNG_T20,20,primary_tumor,T lymphocytes,Undetermined,77,4021,0.019149465307137528
LUNG_T25,25,primary_tumor,B lymphocytes,Follicular B cells,1312,4374,0.29995427526291724
LUNG_T25,25,primary_tumor,B lymphocytes,GC B cells in the DZ,51,4374,0.011659807956104253
LUNG_T25,25,primary_tumor,B lymphocytes,GC B cells in the LZ,82,4374,0.018747142203932327
LUNG_T25,25,primary_tumor,B lymphocytes,MALT B cells,205,4374,0.046867855509830816
LUNG_T25,25,primary_tumor,B lymphocytes,Plasma cells,29,4374,0.006630086877000457
LUNG_T25,25,primary_tumor,B lymphocytes,Undetermined,28,4374,0.006401463191586648
LUNG_T25,25,primary_tumor,Endothelial cells,Lymphatic ECs,1,4374,0.00022862368541380886
LUNG_T25,25,primary_tumor,Endothelial cells,Stalk-like ECs,3,4374,0.0006858710562414266
LUNG_T25,25,primary_tumor,Endothelial cells,Tip-like ECs,7,4374,0.001600365797896662
LUNG_T25,25,primary_tumor,Endothelial cells,Tumor ECs,19,4374,0.004343850022862369
LUNG_T25,25,primary_tumor,Epithelial cells,tS1,190,4374,0.04343850022862369
LUNG_T25,25,primary_tumor,Epithelial cells,tS2,25,4374,0.005715592135345221
LUNG_T25,25,primary_tumor,Epithelial cells,tS3,8,4374,0.001828989483310471
LUNG_T25,25,primary_tumor,Fibroblasts,COL13A1+ matrix FBs,14,4374,0.003200731595793324
LUNG_T25,25,primary_tumor,Fibroblasts,COL14A1+ matrix FBs,4,4374,0.0009144947416552355
LUNG_T25,25,primary_tumor,Fibroblasts,Myofibroblasts,1,4374,0.00022862368541380886
LUNG_T25,25,primary_tumor,Fibroblasts,Undetermined,1,4374,0.00022862368541380886
LUNG_T25,25,primary_tumor,MAST cells,MAST,185,4374,0.04229538180155464
LUNG_T25,25,primary_tumor,Myeloid cells,Activated DCs,17,4374,0.0038866026520347507
LUNG_T25,25,primary_tumor,Myeloid cells,Alveolar Mac,6,4374,0.0013717421124828531
LUNG_T25,25,primary_tumor,Myeloid cells,CD141+ DCs,4,4374,0.0009144947416552355
LUNG_T25,25,primary_tumor,Myeloid cells,CD163+CD14+ DCs,9,4374,0.00205761316872428
LUNG_T25,25,primary_tumor,Myeloid cells,CD1c+ DCs,40,4374,0.009144947416552356
LUNG_T25,25,primary_tumor,Myeloid cells,CD207+CD1a+ LCs,3,4374,0.0006858710562414266
LUNG_T25,25,primary_tumor,Myeloid cells,Monocytes,119,4374,0.027206218564243257
LUNG_T25,25,primary_tumor,Myeloid cells,Pleural Mac,1,4374,0.00022862368541380886
LUNG_T25,25,primary_tumor,Myeloid cells,Undetermined,21,4374,0.004801097393689987
LUNG_T25,25,primary_tumor,Myeloid cells,mo-Mac,378,4374,0.08641975308641975
LUNG_T25,25,primary_tumor,Myeloid cells,pDCs,6,4374,0.0013717421124828531
LUNG_T25,25,primary_tumor,NK cells,Cytotoxic CD8+ T,1,4374,0.00022862368541380886
LUNG_T25,25,primary_tumor,NK cells,NK,18,4374,0.00411522633744856
LUNG_T25,25,primary_tumor,T lymphocytes,CD4+ Th,165,4374,0.03772290809327846
LUNG_T25,25,primary_tumor,T lymphocytes,CD8 low T,56,4374,0.012802926383173296
LUNG_T25,25,primary_tumor,T lymphocytes,CD8+/CD4+ Mixed Th,75,4374,0.017146776406035666
LUNG_T25,25,primary_tumor,T lymphocytes,Cytotoxic CD8+ T,15,4374,0.003429355281207133
LUNG_T25,25,primary_tumor,T lymphocytes,Exhausted CD8+ T,31,4374,0.007087334247828075
LUNG_T25,25,primary_tumor,T lymphocytes,Exhausted Tfh,1,4374,0.00022862368541380886
LUNG_T25,25,primary_tumor,T lymphocytes,NK,1,4374,0.00022862368541380886
LUNG_T25,25,primary_tumor,T lymphocytes,Naive CD4+ T,532,4374,0.12162780064014632
LUNG_T25,25,primary_tumor,T lymphocytes,Naive CD8+ T,62,4374,0.01417466849565615
LUNG_T25,25,primary_tumor,T lymphocytes,Treg,226,4374,0.051668952903520804
LUNG_T25,25,primary_tumor,T lymphocytes,Undetermined,8,4374,0.001828989483310471
LUNG_T28,28,primary_tumor,B lymphocytes,Follicular B cells,236,4705,0.05015940488841658
LUNG_T28,28,primary_tumor,B lymphocytes,GC B cells in the DZ,2,4705,0.0004250797024442083
LUNG_T28,28,primary_tumor,B lymphocytes,GC B cells in the LZ,2,4705,0.0004250797024442083
LUNG_T28,28,primary_tumor,B lymphocytes,MALT B cells,269,4705,0.05717321997874601
LUNG_T28,28,primary_tumor,B lymphocytes,Plasma cells,63,4705,0.013390010626992561
LUNG_T28,28,primary_tumor,B lymphocytes,Undetermined,14,4705,0.002975557917109458
LUNG_T28,28,primary_tumor,Endothelial cells,EPCs,1,4705,0.00021253985122210415
LUNG_T28,28,primary_tumor,Endothelial cells,Lymphatic ECs,8,4705,0.0017003188097768332
LUNG_T28,28,primary_tumor,Endothelial cells,Stalk-like ECs,1,4705,0.00021253985122210415
LUNG_T28,28,primary_tumor,Endothelial cells,Tip-like ECs,5,4705,0.0010626992561105207
LUNG_T28,28,primary_tumor,Endothelial cells,Tumor ECs,14,4705,0.002975557917109458
LUNG_T28,28,primary_tumor,Epithelial cells,tS1,44,4705,0.009351753453772583
LUNG_T28,28,primary_tumor,Epithelial cells,tS2,940,4705,0.1997874601487779
LUNG_T28,28,primary_tumor,Fibroblasts,COL13A1+ matrix FBs,7,4705,0.001487778958554729
LUNG_T28,28,primary_tumor,Fibroblasts,COL14A1+ matrix FBs,7,4705,0.001487778958554729
LUNG_T28,28,primary_tumor,Fibroblasts,Mesothelial cells,14,4705,0.002975557917109458
LUNG_T28,28,primary_tumor,Fibroblasts,Myofibroblasts,16,4705,0.0034006376195536664
LUNG_T28,28,primary_tumor,Fibroblasts,Pericytes,5,4705,0.0010626992561105207
LUNG_T28,28,primary_tumor,Fibroblasts,Smooth muscle cells,7,4705,0.001487778958554729
LUNG_T28,28,primary_tumor,Fibroblasts,Undetermined,4,4705,0.0008501594048884166
LUNG_T28,28,primary_tumor,MAST cells,MAST,155,4705,0.03294367693942614
LUNG_T28,28,primary_tumor,Myeloid cells,Activated DCs,2,4705,0.0004250797024442083
LUNG_T28,28,primary_tumor,Myeloid cells,Alveolar Mac,28,4705,0.005951115834218916
LUNG_T28,28,primary_tumor,Myeloid cells,CD141+ DCs,5,4705,0.0010626992561105207
LUNG_T28,28,primary_tumor,Myeloid cells,CD163+CD14+ DCs,33,4705,0.007013815090329437
LUNG_T28,28,primary_tumor,Myeloid cells,CD1c+ DCs,13,4705,0.002763018065887354
LUNG_T28,28,primary_tumor,Myeloid cells,Monocytes,80,4705,0.01700318809776833
LUNG_T28,28,primary_tumor,Myeloid cells,Undetermined,26,4705,0.005526036131774708
LUNG_T28,28,primary_tumor,Myeloid cells,mo-Mac,815,4705,0.17321997874601489
LUNG_T28,28,primary_tumor,Myeloid cells,pDCs,10,4705,0.0021253985122210413
LUNG_T28,28,primary_tumor,NK cells,CD8 low T,1,4705,0.00021253985122210415
LUNG_T28,28,primary_tumor,NK cells,Cytotoxic CD8+ T,5,4705,0.0010626992561105207
LUNG_T28,28,primary_tumor,NK cells,NK,47,4705,0.009989373007438894
LUNG_T28,28,primary_tumor,T lymphocytes,CD4+ Th,333,4705,0.07077577045696068
LUNG_T28,28,primary_tumor,T lymphocytes,CD8 low T,103,4705,0.021891604675876728
LUNG_T28,28,primary_tumor,T lymphocytes,CD8+/CD4+ Mixed Th,31,4705,0.006588735387885228
LUNG_T28,28,primary_tumor,T lymphocytes,Cytotoxic CD8+ T,51,4705,0.010839532412327312
LUNG_T28,28,primary_tumor,T lymphocytes,Exhausted CD8+ T,305,4705,0.06482465462274177
LUNG_T28,28,primary_tumor,T lymphocytes,Exhausted Tfh,10,4705,0.0021253985122210413
LUNG_T28,28,primary_tumor,T lymphocytes,NK,12,4705,0.0025504782146652497
LUNG_T28,28,primary_tumor,T lymphocytes,Naive CD4+ T,96,4705,0.020403825717321997
LUNG_T28,28,primary_tumor,T lymphocytes,Naive CD8+ T,3,4705,0.0006376195536663124
LUNG_T28,28,primary_tumor,T lymphocytes,Treg,140,4705,0.02975557917109458
LUNG_T28,28,primary_tumor,T lymphocytes,Undetermined,30,4705,0.006376195536663124
LUNG_T30,30,primary_tumor,B lymphocytes,Follicular B cells,48,4094,0.01172447484123107
LUNG_T30,30,primary_tumor,B lymphocytes,MALT B cells,55,4094,0.0134342940889106
LUNG_T30,30,primary_tumor,B lymphocytes,Plasma cells,13,4094,0.0031753786028334147
LUNG_T30,30,primary_tumor,B lymphocytes,Undetermined,2,4094,0.0004885197850512946
LUNG_T30,30,primary_tumor,Endothelial cells,EPCs,1,4094,0.0002442598925256473
LUNG_T30,30,primary_tumor,Endothelial cells,Lymphatic ECs,2,4094,0.0004885197850512946
LUNG_T30,30,primary_tumor,Endothelial cells,Stalk-like ECs,55,4094,0.0134342940889106
LUNG_T30,30,primary_tumor,Endothelial cells,Tip-like ECs,60,4094,0.014655593551538837
LUNG_T30,30,primary_tumor,Endothelial cells,Tumor ECs,27,4094,0.006595017098192477
LUNG_T30,30,primary_tumor,Epithelial cells,tS1,766,4094,0.18710307767464582
LUNG_T30,30,primary_tumor,Epithelial cells,tS2,8,4094,0.0019540791402051783
LUNG_T30,30,primary_tumor,Epithelial cells,tS3,10,4094,0.002442598925256473
LUNG_T30,30,primary_tumor,Fibroblasts,COL13A1+ matrix FBs,59,4094,0.01441133365901319
LUNG_T30,30,primary_tumor,Fibroblasts,COL14A1+ matrix FBs,6,4094,0.0014655593551538837
LUNG_T30,30,primary_tumor,Fibroblasts,Pericytes,1,4094,0.0002442598925256473
LUNG_T30,30,primary_tumor,Fibroblasts,Smooth muscle cells,3,4094,0.0007327796775769418
LUNG_T30,30,primary_tumor,Fibroblasts,Undetermined,4,4094,0.0009770395701025891
LUNG_T30,30,primary_tumor,MAST cells,MAST,478,4094,0.1167562286272594
LUNG_T30,30,primary_tumor,Myeloid cells,Activated DCs,19,4094,0.004640937957987298
LUNG_T30,30,primary_tumor,Myeloid cells,Alveolar Mac,644,4094,0.15730337078651685
LUNG_T30,30,primary_tumor,Myeloid cells,CD141+ DCs,16,4094,0.0039081582804103565
LUNG_T30,30,primary_tumor,Myeloid cells,CD163+CD14+ DCs,18,4094,0.004396678065461651
LUNG_T30,30,primary_tumor,Myeloid cells,CD1c+ DCs,131,4094,0.031998045920859794
LUNG_T30,30,primary_tumor,Myeloid cells,CD207+CD1a+ LCs,10,4094,0.002442598925256473
LUNG_T30,30,primary_tumor,Myeloid cells,Monocytes,47,4094,0.011480214948705422
LUNG_T30,30,primary_tumor,Myeloid cells,Pleural Mac,2,4094,0.0004885197850512946
LUNG_T30,30,primary_tumor,Myeloid cells,Undetermined,17,4094,0.004152418172936004
LUNG_T30,30,primary_tumor,Myeloid cells,mo-Mac,50,4094,0.012212994626282364
LUNG_T30,30,primary_tumor,Myeloid cells,pDCs,22,4094,0.00537371763556424
LUNG_T30,30,primary_tumor,NK cells,CD8 low T,3,4094,0.0007327796775769418
LUNG_T30,30,primary_tumor,NK cells,Cytotoxic CD8+ T,5,4094,0.0012212994626282364
LUNG_T30,30,primary_tumor,NK cells,NK,105,4094,0.025647288715192965
LUNG_T30,30,primary_tumor,NK cells,Undetermined,1,4094,0.0002442598925256473
LUNG_T30,30,primary_tumor,T lymphocytes,CD4+ Th,475,4094,0.11602344894968246
LUNG_T30,30,primary_tumor,T lymphocytes,CD8 low T,47,4094,0.011480214948705422
LUNG_T30,30,primary_tumor,T lymphocytes,CD8+/CD4+ Mixed Th,10,4094,0.002442598925256473
LUNG_T30,30,primary_tumor,T lymphocytes,Cytotoxic CD8+ T,30,4094,0.0073277967757694185
LUNG_T30,30,primary_tumor,T lymphocytes,Exhausted CD8+ T,35,4094,0.008549096238397655
LUNG_T30,30,primary_tumor,T lymphocytes,Exhausted Tfh,3,4094,0.0007327796775769418
LUNG_T30,30,primary_tumor,T lymphocytes,NK,40,4094,0.009770395701025891
LUNG_T30,30,primary_tumor,T lymphocytes,Naive CD4+ T,19,4094,0.004640937957987298
LUNG_T30,30,primary_tumor,T lymphocytes,Naive CD8+ T,1,4094,0.0002442598925256473
LUNG_T30,30,primary_tumor,T lymphocytes,Treg,114,4094,0.02784562774792379
LUNG_T30,30,primary_tumor,T lymphocytes,Undetermined,14,4094,0.003419638495359062
LUNG_T31,31,primary_tumor,B lymphocytes,Follicular B cells,28,5578,0.005019720329867336
LUNG_T31,31,primary_tumor,B lymphocytes,GC B cells in the DZ,2,5578,0.00035855145213338117
LUNG_T31,31,primary_tumor,B lymphocytes,MALT B cells,244,5578,0.0437432771602725
LUNG_T31,31,primary_tumor,B lymphocytes,Plasma cells,142,5578,0.02545715310147006
LUNG_T31,31,primary_tumor,B lymphocytes,Undetermined,3,5578,0.0005378271782000717
LUNG_T31,31,primary_tumor,Endothelial cells,EPCs,1,5578,0.00017927572606669058
LUNG_T31,31,primary_tumor,Endothelial cells,Lymphatic ECs,42,5578,0.007529580494801004
LUNG_T31,31,primary_tumor,Endothelial cells,Stalk-like ECs,6,5578,0.0010756543564001434
LUNG_T31,31,primary_tumor,Endothelial cells,Tip-like ECs,5,5578,0.0008963786303334528
LUNG_T31,31,primary_tumor,Endothelial cells,Tumor ECs,80,5578,0.014342058085335245
