sample,patient_id,tissue_site,cell_type_clean,Cell_subtype,n_cells,total_cells,sample_fraction
BRONCHO_11,11,advanced_airway_tumor,B lymphocytes,Follicular B cells,1388,3178,0.4367526746381372
BRONCHO_11,11,advanced_airway_tumor,B lymphocytes,GC B cells in the DZ,1,3178,0.00031466331025802394
BRONCHO_11,11,advanced_airway_tumor,B lymphocytes,MALT B cells,6,3178,0.0018879798615481435
BRONCHO_11,11,advanced_airway_tumor,B lymphocytes,Plasma cells,7,3178,0.0022026431718061676
BRONCHO_11,11,advanced_airway_tumor,B lymphocytes,Undetermined,11,3178,0.003461296412838263
BRONCHO_11,11,advanced_airway_tumor,Epithelial cells,Malignant cells,203,3178,0.06387665198237885
BRONCHO_11,11,advanced_airway_tumor,Fibroblasts,COL13A1+ matrix FBs,4,3178,0.0012586532410320957
BRONCHO_11,11,advanced_airway_tumor,Fibroblasts,COL14A1+ matrix FBs,1,3178,0.00031466331025802394
BRONCHO_11,11,advanced_airway_tumor,Fibroblasts,Lymphatic ECs,2,3178,0.0006293266205160479
BRONCHO_11,11,advanced_airway_tumor,Fibroblasts,Myofibroblasts,1,3178,0.00031466331025802394
BRONCHO_11,11,advanced_airway_tumor,Fibroblasts,Tumor ECs,2,3178,0.0006293266205160479
BRONCHO_11,11,advanced_airway_tumor,Myeloid cells,Activated DCs,2,3178,0.0006293266205160479
BRONCHO_11,11,advanced_airway_tumor,Myeloid cells,Alveolar Mac,2,3178,0.0006293266205160479
BRONCHO_11,11,advanced_airway_tumor,Myeloid cells,CD141+ DCs,1,3178,0.00031466331025802394
BRONCHO_11,11,advanced_airway_tumor,Myeloid cells,CD163+CD14+ DCs,13,3178,0.0040906230333543105
BRONCHO_11,11,advanced_airway_tumor,Myeloid cells,CD1c+ DCs,3,3178,0.0009439899307740718
BRONCHO_11,11,advanced_airway_tumor,Myeloid cells,Monocytes,42,3178,0.013215859030837005
BRONCHO_11,11,advanced_airway_tumor,Myeloid cells,Pleural Mac,3,3178,0.0009439899307740718
BRONCHO_11,11,advanced_airway_tumor,Myeloid cells,Undetermined,52,3178,0.016362492133417242
BRONCHO_11,11,advanced_airway_tumor,Myeloid cells,mo-Mac,614,3178,0.19320327249842667
BRONCHO_11,11,advanced_airway_tumor,Myeloid cells,pDCs,7,3178,0.0022026431718061676
BRONCHO_11,11,advanced_airway_tumor,NK cells,NK,12,3178,0.003775959723096287
BRONCHO_11,11,advanced_airway_tumor,NK cells,Undetermined,1,3178,0.00031466331025802394
BRONCHO_11,11,advanced_airway_tumor,T lymphocytes,CD4+ Th,50,3178,0.015733165512901194
BRONCHO_11,11,advanced_airway_tumor,T lymphocytes,CD8 low T,55,3178,0.017306482064191317
BRONCHO_11,11,advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,12,3178,0.003775959723096287
BRONCHO_11,11,advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,24,3178,0.007551919446192574
BRONCHO_11,11,advanced_airway_tumor,T lymphocytes,NK,4,3178,0.0012586532410320957
BRONCHO_11,11,advanced_airway_tumor,T lymphocytes,Naive CD4+ T,323,3178,0.10163624921334173
BRONCHO_11,11,advanced_airway_tumor,T lymphocytes,Naive CD8+ T,64,3178,0.020138451856513532
BRONCHO_11,11,advanced_airway_tumor,T lymphocytes,Treg,53,3178,0.01667715544367527
BRONCHO_11,11,advanced_airway_tumor,T lymphocytes,Undetermined,2,3178,0.0006293266205160479
BRONCHO_58,58,advanced_airway_tumor,B lymphocytes,Follicular B cells,105,2813,0.03732669747600426
BRONCHO_58,58,advanced_airway_tumor,B lymphocytes,GC B cells in the DZ,1,2813,0.00035549235691432633
BRONCHO_58,58,advanced_airway_tumor,B lymphocytes,MALT B cells,30,2813,0.01066477070742979
BRONCHO_58,58,advanced_airway_tumor,B lymphocytes,Plasma cells,22,2813,0.007820831852115179
BRONCHO_58,58,advanced_airway_tumor,B lymphocytes,Undetermined,4,2813,0.0014219694276573053
BRONCHO_58,58,advanced_airway_tumor,Epithelial cells,Malignant cells,460,2813,0.16352648418059013
BRONCHO_58,58,advanced_airway_tumor,Fibroblasts,COL13A1+ matrix FBs,13,2813,0.004621400639886242
BRONCHO_58,58,advanced_airway_tumor,Fibroblasts,EPCs,1,2813,0.00035549235691432633
BRONCHO_58,58,advanced_airway_tumor,Fibroblasts,Lymphatic ECs,1,2813,0.00035549235691432633
BRONCHO_58,58,advanced_airway_tumor,Fibroblasts,Myofibroblasts,45,2813,0.015997156061144685
BRONCHO_58,58,advanced_airway_tumor,Fibroblasts,Pericytes,8,2813,0.0028439388553146107
BRONCHO_58,58,advanced_airway_tumor,Fibroblasts,Smooth muscle cells,6,2813,0.002132954141485958
BRONCHO_58,58,advanced_airway_tumor,Fibroblasts,Tumor ECs,10,2813,0.0035549235691432635
BRONCHO_58,58,advanced_airway_tumor,Fibroblasts,Undetermined,1,2813,0.00035549235691432633
BRONCHO_58,58,advanced_airway_tumor,Myeloid cells,Activated DCs,2,2813,0.0007109847138286527
BRONCHO_58,58,advanced_airway_tumor,Myeloid cells,Alveolar Mac,46,2813,0.016352648418059012
BRONCHO_58,58,advanced_airway_tumor,Myeloid cells,CD141+ DCs,3,2813,0.001066477070742979
BRONCHO_58,58,advanced_airway_tumor,Myeloid cells,CD163+CD14+ DCs,35,2813,0.012442232492001421
BRONCHO_58,58,advanced_airway_tumor,Myeloid cells,CD1c+ DCs,19,2813,0.0067543547813722
BRONCHO_58,58,advanced_airway_tumor,Myeloid cells,Monocytes,89,2813,0.03163881976537505
BRONCHO_58,58,advanced_airway_tumor,Myeloid cells,Pleural Mac,2,2813,0.0007109847138286527
BRONCHO_58,58,advanced_airway_tumor,Myeloid cells,Undetermined,112,2813,0.03981514397440455
BRONCHO_58,58,advanced_airway_tumor,Myeloid cells,mo-Mac,204,2813,0.07252044081052257
BRONCHO_58,58,advanced_airway_tumor,Myeloid cells,pDCs,3,2813,0.001066477070742979
BRONCHO_58,58,advanced_airway_tumor,NK cells,CD8 low T,1,2813,0.00035549235691432633
BRONCHO_58,58,advanced_airway_tumor,NK cells,Cytotoxic CD8+ T,1,2813,0.00035549235691432633
BRONCHO_58,58,advanced_airway_tumor,NK cells,NK,68,2813,0.024173480270174193
BRONCHO_58,58,advanced_airway_tumor,T lymphocytes,CD4+ Th,170,2813,0.06043370067543548
BRONCHO_58,58,advanced_airway_tumor,T lymphocytes,CD8 low T,121,2813,0.043014575186633486
BRONCHO_58,58,advanced_airway_tumor,T lymphocytes,CD8+/CD4+ Mixed Th,6,2813,0.002132954141485958
BRONCHO_58,58,advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,43,2813,0.015286171347316033
BRONCHO_58,58,advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,342,2813,0.1215783860646996
BRONCHO_58,58,advanced_airway_tumor,T lymphocytes,Exhausted Tfh,8,2813,0.0028439388553146107
BRONCHO_58,58,advanced_airway_tumor,T lymphocytes,NK,26,2813,0.009242801279772485
BRONCHO_58,58,advanced_airway_tumor,T lymphocytes,Naive CD4+ T,95,2813,0.033771773906861
BRONCHO_58,58,advanced_airway_tumor,T lymphocytes,Naive CD8+ T,45,2813,0.015997156061144685
BRONCHO_58,58,advanced_airway_tumor,T lymphocytes,Treg,293,2813,0.10415926057589762
BRONCHO_58,58,advanced_airway_tumor,T lymphocytes,Undetermined,24,2813,0.008531816565943833
EBUS_06,06,advanced_airway_tumor,B lymphocytes,Follicular B cells,100,2303,0.04342162396873643
EBUS_06,06,advanced_airway_tumor,B lymphocytes,MALT B cells,7,2303,0.00303951367781155
EBUS_06,06,advanced_airway_tumor,B lymphocytes,Plasma cells,2,2303,0.0008684324793747286
EBUS_06,06,advanced_airway_tumor,B lymphocytes,Undetermined,2,2303,0.0008684324793747286
EBUS_06,06,advanced_airway_tumor,Epithelial cells,Malignant cells,1186,2303,0.5149804602692141
EBUS_06,06,advanced_airway_tumor,Fibroblasts,Mesothelial cells,1,2303,0.0004342162396873643
EBUS_06,06,advanced_airway_tumor,Fibroblasts,Pericytes,1,2303,0.0004342162396873643
EBUS_06,06,advanced_airway_tumor,Fibroblasts,Tumor ECs,2,2303,0.0008684324793747286
EBUS_06,06,advanced_airway_tumor,Myeloid cells,CD1c+ DCs,1,2303,0.0004342162396873643
EBUS_06,06,advanced_airway_tumor,Myeloid cells,Monocytes,206,2303,0.08944854537559704
EBUS_06,06,advanced_airway_tumor,Myeloid cells,Pleural Mac,1,2303,0.0004342162396873643
EBUS_06,06,advanced_airway_tumor,Myeloid cells,Undetermined,11,2303,0.004776378636561007
EBUS_06,06,advanced_airway_tumor,Myeloid cells,mo-Mac,160,2303,0.0694745983499783
EBUS_06,06,advanced_airway_tumor,Myeloid cells,pDCs,1,2303,0.0004342162396873643
EBUS_06,06,advanced_airway_tumor,NK cells,Cytotoxic CD8+ T,1,2303,0.0004342162396873643
EBUS_06,06,advanced_airway_tumor,NK cells,NK,72,2303,0.03126356925749023
EBUS_06,06,advanced_airway_tumor,T lymphocytes,CD4+ Th,33,2303,0.014329135909683021
EBUS_06,06,advanced_airway_tumor,T lymphocytes,CD8 low T,67,2303,0.029092488059053408
EBUS_06,06,advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,49,2303,0.02127659574468085
EBUS_06,06,advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,21,2303,0.00911854103343465
EBUS_06,06,advanced_airway_tumor,T lymphocytes,Exhausted Tfh,1,2303,0.0004342162396873643
EBUS_06,06,advanced_airway_tumor,T lymphocytes,NK,13,2303,0.005644811115935736
EBUS_06,06,advanced_airway_tumor,T lymphocytes,Naive CD4+ T,111,2303,0.04819800260529744
EBUS_06,06,advanced_airway_tumor,T lymphocytes,Naive CD8+ T,32,2303,0.013894919669995658
EBUS_06,06,advanced_airway_tumor,T lymphocytes,Treg,9,2303,0.0039079461571862786
EBUS_06,06,advanced_airway_tumor,T lymphocytes,Undetermined,6,2303,0.0026052974381241857
EBUS_10,10,advanced_airway_tumor,B lymphocytes,Follicular B cells,1723,5144,0.3349533437013997
EBUS_10,10,advanced_airway_tumor,B lymphocytes,GC B cells in the DZ,147,5144,0.028576982892690513
EBUS_10,10,advanced_airway_tumor,B lymphocytes,GC B cells in the LZ,109,5144,0.021189735614307932
EBUS_10,10,advanced_airway_tumor,B lymphocytes,MALT B cells,145,5144,0.028188180404354588
EBUS_10,10,advanced_airway_tumor,B lymphocytes,Plasma cells,15,5144,0.00291601866251944
EBUS_10,10,advanced_airway_tumor,B lymphocytes,Undetermined,227,5144,0.04412908242612753
EBUS_10,10,advanced_airway_tumor,Epithelial cells,Malignant cells,367,5144,0.0713452566096423
EBUS_10,10,advanced_airway_tumor,Fibroblasts,COL13A1+ matrix FBs,3,5144,0.0005832037325038881
EBUS_10,10,advanced_airway_tumor,Fibroblasts,Lymphatic ECs,4,5144,0.0007776049766718507
EBUS_10,10,advanced_airway_tumor,Fibroblasts,Myofibroblasts,4,5144,0.0007776049766718507
EBUS_10,10,advanced_airway_tumor,Myeloid cells,Activated DCs,10,5144,0.0019440124416796269
EBUS_10,10,advanced_airway_tumor,Myeloid cells,Alveolar Mac,6,5144,0.0011664074650077762
EBUS_10,10,advanced_airway_tumor,Myeloid cells,CD141+ DCs,7,5144,0.0013608087091757388
EBUS_10,10,advanced_airway_tumor,Myeloid cells,CD163+CD14+ DCs,70,5144,0.013608087091757388
EBUS_10,10,advanced_airway_tumor,Myeloid cells,CD1c+ DCs,28,5144,0.005443234836702955
EBUS_10,10,advanced_airway_tumor,Myeloid cells,CD207+CD1a+ LCs,3,5144,0.0005832037325038881
EBUS_10,10,advanced_airway_tumor,Myeloid cells,Monocytes,134,5144,0.026049766718507
EBUS_10,10,advanced_airway_tumor,Myeloid cells,Pleural Mac,10,5144,0.0019440124416796269
EBUS_10,10,advanced_airway_tumor,Myeloid cells,Undetermined,84,5144,0.016329704510108865
EBUS_10,10,advanced_airway_tumor,Myeloid cells,mo-Mac,469,5144,0.09117418351477449
EBUS_10,10,advanced_airway_tumor,Myeloid cells,pDCs,14,5144,0.0027216174183514776
EBUS_10,10,advanced_airway_tumor,NK cells,NK,21,5144,0.004082426127527216
EBUS_10,10,advanced_airway_tumor,T lymphocytes,CD4+ Th,49,5144,0.009525660964230171
EBUS_10,10,advanced_airway_tumor,T lymphocytes,CD8 low T,58,5144,0.011275272161741835
EBUS_10,10,advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,18,5144,0.003499222395023328
EBUS_10,10,advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,187,5144,0.03635303265940902
EBUS_10,10,advanced_airway_tumor,T lymphocytes,Exhausted Tfh,13,5144,0.002527216174183515
EBUS_10,10,advanced_airway_tumor,T lymphocytes,NK,32,5144,0.006220839813374806
EBUS_10,10,advanced_airway_tumor,T lymphocytes,Naive CD4+ T,355,5144,0.06901244167962675
EBUS_10,10,advanced_airway_tumor,T lymphocytes,Naive CD8+ T,56,5144,0.01088646967340591
EBUS_10,10,advanced_airway_tumor,T lymphocytes,Treg,241,5144,0.046850699844479
EBUS_10,10,advanced_airway_tumor,T lymphocytes,Undetermined,52,5144,0.01010886469673406
EBUS_12,12,advanced_airway_tumor,B lymphocytes,Follicular B cells,126,3115,0.04044943820224719
EBUS_12,12,advanced_airway_tumor,B lymphocytes,GC B cells in the DZ,1,3115,0.00032102728731942215
EBUS_12,12,advanced_airway_tumor,B lymphocytes,GC B cells in the LZ,2,3115,0.0006420545746388443
EBUS_12,12,advanced_airway_tumor,B lymphocytes,MALT B cells,19,3115,0.006099518459069021
EBUS_12,12,advanced_airway_tumor,B lymphocytes,Plasma cells,24,3115,0.0077046548956661316
EBUS_12,12,advanced_airway_tumor,B lymphocytes,Undetermined,4,3115,0.0012841091492776886
EBUS_12,12,advanced_airway_tumor,Epithelial cells,Malignant cells,257,3115,0.08250401284109149
EBUS_12,12,advanced_airway_tumor,Fibroblasts,COL14A1+ matrix FBs,1,3115,0.00032102728731942215
EBUS_12,12,advanced_airway_tumor,Fibroblasts,Myofibroblasts,11,3115,0.003531300160513644
EBUS_12,12,advanced_airway_tumor,Myeloid cells,Activated DCs,9,3115,0.0028892455858747996
EBUS_12,12,advanced_airway_tumor,Myeloid cells,Alveolar Mac,2,3115,0.0006420545746388443
EBUS_12,12,advanced_airway_tumor,Myeloid cells,CD141+ DCs,3,3115,0.0009630818619582664
EBUS_12,12,advanced_airway_tumor,Myeloid cells,CD163+CD14+ DCs,4,3115,0.0012841091492776886
EBUS_12,12,advanced_airway_tumor,Myeloid cells,CD1c+ DCs,11,3115,0.003531300160513644
EBUS_12,12,advanced_airway_tumor,Myeloid cells,CD207+CD1a+ LCs,56,3115,0.017977528089887642
EBUS_12,12,advanced_airway_tumor,Myeloid cells,Monocytes,156,3115,0.05008025682182986
EBUS_12,12,advanced_airway_tumor,Myeloid cells,Pleural Mac,13,3115,0.004173354735152488
EBUS_12,12,advanced_airway_tumor,Myeloid cells,Undetermined,111,3115,0.03563402889245586
EBUS_12,12,advanced_airway_tumor,Myeloid cells,mo-Mac,1963,3115,0.6301765650080257
EBUS_12,12,advanced_airway_tumor,Myeloid cells,pDCs,4,3115,0.0012841091492776886
EBUS_12,12,advanced_airway_tumor,NK cells,NK,11,3115,0.003531300160513644
EBUS_12,12,advanced_airway_tumor,NK cells,Undetermined,1,3115,0.00032102728731942215
EBUS_12,12,advanced_airway_tumor,T lymphocytes,CD4+ Th,10,3115,0.0032102728731942215
EBUS_12,12,advanced_airway_tumor,T lymphocytes,CD8 low T,12,3115,0.0038523274478330658
EBUS_12,12,advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,2,3115,0.0006420545746388443
EBUS_12,12,advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,18,3115,0.005778491171749599
EBUS_12,12,advanced_airway_tumor,T lymphocytes,Exhausted Tfh,1,3115,0.00032102728731942215
EBUS_12,12,advanced_airway_tumor,T lymphocytes,NK,24,3115,0.0077046548956661316
EBUS_12,12,advanced_airway_tumor,T lymphocytes,Naive CD4+ T,52,3115,0.016693418940609953
EBUS_12,12,advanced_airway_tumor,T lymphocytes,Naive CD8+ T,1,3115,0.00032102728731942215
EBUS_12,12,advanced_airway_tumor,T lymphocytes,Treg,76,3115,0.024398073836276082
EBUS_12,12,advanced_airway_tumor,T lymphocytes,Undetermined,4,3115,0.0012841091492776886
EBUS_13,13,advanced_airway_tumor,B lymphocytes,Follicular B cells,1694,3550,0.4771830985915493
EBUS_13,13,advanced_airway_tumor,B lymphocytes,GC B cells in the DZ,82,3550,0.023098591549295774
EBUS_13,13,advanced_airway_tumor,B lymphocytes,GC B cells in the LZ,38,3550,0.010704225352112675
EBUS_13,13,advanced_airway_tumor,B lymphocytes,GrB-secreting B cells,1,3550,0.00028169014084507044
EBUS_13,13,advanced_airway_tumor,B lymphocytes,MALT B cells,33,3550,0.009295774647887323
EBUS_13,13,advanced_airway_tumor,B lymphocytes,Plasma cells,1,3550,0.00028169014084507044
EBUS_13,13,advanced_airway_tumor,B lymphocytes,Undetermined,22,3550,0.006197183098591549
EBUS_13,13,advanced_airway_tumor,Epithelial cells,Malignant cells,376,3550,0.10591549295774648
EBUS_13,13,advanced_airway_tumor,Myeloid cells,Activated DCs,6,3550,0.0016901408450704226
EBUS_13,13,advanced_airway_tumor,Myeloid cells,CD141+ DCs,4,3550,0.0011267605633802818
EBUS_13,13,advanced_airway_tumor,Myeloid cells,CD163+CD14+ DCs,1,3550,0.00028169014084507044
EBUS_13,13,advanced_airway_tumor,Myeloid cells,CD1c+ DCs,6,3550,0.0016901408450704226
EBUS_13,13,advanced_airway_tumor,Myeloid cells,Monocytes,11,3550,0.0030985915492957746
EBUS_13,13,advanced_airway_tumor,Myeloid cells,Pleural Mac,42,3550,0.011830985915492958
EBUS_13,13,advanced_airway_tumor,Myeloid cells,Undetermined,23,3550,0.006478873239436619
EBUS_13,13,advanced_airway_tumor,Myeloid cells,mo-Mac,38,3550,0.010704225352112675
EBUS_13,13,advanced_airway_tumor,Myeloid cells,pDCs,14,3550,0.003943661971830986
EBUS_13,13,advanced_airway_tumor,T lymphocytes,CD4+ Th,9,3550,0.0025352112676056337
EBUS_13,13,advanced_airway_tumor,T lymphocytes,CD8 low T,58,3550,0.016338028169014085
EBUS_13,13,advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,18,3550,0.0050704225352112674
EBUS_13,13,advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,71,3550,0.02
EBUS_13,13,advanced_airway_tumor,T lymphocytes,NK,11,3550,0.0030985915492957746
EBUS_13,13,advanced_airway_tumor,T lymphocytes,Naive CD4+ T,596,3550,0.16788732394366196
EBUS_13,13,advanced_airway_tumor,T lymphocytes,Naive CD8+ T,36,3550,0.010140845070422535
EBUS_13,13,advanced_airway_tumor,T lymphocytes,Treg,108,3550,0.030422535211267605
EBUS_13,13,advanced_airway_tumor,T lymphocytes,Undetermined,27,3550,0.007605633802816901
EBUS_15,15,advanced_airway_tumor,B lymphocytes,Follicular B cells,35,1105,0.03167420814479638
EBUS_15,15,advanced_airway_tumor,B lymphocytes,MALT B cells,1,1105,0.0009049773755656109
EBUS_15,15,advanced_airway_tumor,B lymphocytes,Plasma cells,3,1105,0.0027149321266968325
EBUS_15,15,advanced_airway_tumor,Epithelial cells,Malignant cells,256,1105,0.2316742081447964
EBUS_15,15,advanced_airway_tumor,Myeloid cells,Activated DCs,2,1105,0.0018099547511312218
EBUS_15,15,advanced_airway_tumor,Myeloid cells,Alveolar Mac,11,1105,0.009954751131221719
EBUS_15,15,advanced_airway_tumor,Myeloid cells,CD141+ DCs,1,1105,0.0009049773755656109
EBUS_15,15,advanced_airway_tumor,Myeloid cells,CD163+CD14+ DCs,5,1105,0.004524886877828055
EBUS_15,15,advanced_airway_tumor,Myeloid cells,CD1c+ DCs,2,1105,0.0018099547511312218
EBUS_15,15,advanced_airway_tumor,Myeloid cells,Monocytes,71,1105,0.06425339366515836
EBUS_15,15,advanced_airway_tumor,Myeloid cells,Pleural Mac,1,1105,0.0009049773755656109
EBUS_15,15,advanced_airway_tumor,Myeloid cells,Undetermined,27,1105,0.024434389140271493
EBUS_15,15,advanced_airway_tumor,Myeloid cells,mo-Mac,196,1105,0.17737556561085974
EBUS_15,15,advanced_airway_tumor,Myeloid cells,pDCs,3,1105,0.0027149321266968325
EBUS_15,15,advanced_airway_tumor,NK cells,Cytotoxic CD8+ T,1,1105,0.0009049773755656109
EBUS_15,15,advanced_airway_tumor,NK cells,NK,97,1105,0.08778280542986425
EBUS_15,15,advanced_airway_tumor,T lymphocytes,CD4+ Th,8,1105,0.007239819004524887
EBUS_15,15,advanced_airway_tumor,T lymphocytes,CD8 low T,33,1105,0.02986425339366516
EBUS_15,15,advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,37,1105,0.0334841628959276
EBUS_15,15,advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,28,1105,0.025339366515837104
EBUS_15,15,advanced_airway_tumor,T lymphocytes,Exhausted Tfh,3,1105,0.0027149321266968325
EBUS_15,15,advanced_airway_tumor,T lymphocytes,NK,10,1105,0.00904977375565611
EBUS_15,15,advanced_airway_tumor,T lymphocytes,Naive CD4+ T,73,1105,0.0660633484162896
EBUS_15,15,advanced_airway_tumor,T lymphocytes,Naive CD8+ T,15,1105,0.013574660633484163
EBUS_15,15,advanced_airway_tumor,T lymphocytes,Treg,22,1105,0.019909502262443438
EBUS_15,15,advanced_airway_tumor,T lymphocytes,Undetermined,4,1105,0.0036199095022624436
EBUS_19,19,advanced_airway_tumor,B lymphocytes,Follicular B cells,58,2112,0.027462121212121212
EBUS_19,19,advanced_airway_tumor,B lymphocytes,GC B cells in the DZ,1,2112,0.0004734848484848485
EBUS_19,19,advanced_airway_tumor,B lymphocytes,MALT B cells,2,2112,0.000946969696969697
EBUS_19,19,advanced_airway_tumor,B lymphocytes,Plasma cells,31,2112,0.014678030303030304
EBUS_19,19,advanced_airway_tumor,B lymphocytes,Undetermined,6,2112,0.002840909090909091
EBUS_19,19,advanced_airway_tumor,Epithelial cells,Malignant cells,217,2112,0.10274621212121213
EBUS_19,19,advanced_airway_tumor,Fibroblasts,Myofibroblasts,1,2112,0.0004734848484848485
EBUS_19,19,advanced_airway_tumor,Myeloid cells,Activated DCs,4,2112,0.001893939393939394
EBUS_19,19,advanced_airway_tumor,Myeloid cells,Alveolar Mac,5,2112,0.0023674242424242425
EBUS_19,19,advanced_airway_tumor,Myeloid cells,CD141+ DCs,1,2112,0.0004734848484848485
EBUS_19,19,advanced_airway_tumor,Myeloid cells,CD163+CD14+ DCs,14,2112,0.006628787878787879
EBUS_19,19,advanced_airway_tumor,Myeloid cells,CD1c+ DCs,12,2112,0.005681818181818182
EBUS_19,19,advanced_airway_tumor,Myeloid cells,CD207+CD1a+ LCs,9,2112,0.004261363636363636
EBUS_19,19,advanced_airway_tumor,Myeloid cells,Monocytes,82,2112,0.038825757575757576
EBUS_19,19,advanced_airway_tumor,Myeloid cells,Pleural Mac,3,2112,0.0014204545454545455
EBUS_19,19,advanced_airway_tumor,Myeloid cells,Undetermined,110,2112,0.052083333333333336
EBUS_19,19,advanced_airway_tumor,Myeloid cells,mo-Mac,115,2112,0.054450757575757576
EBUS_19,19,advanced_airway_tumor,Myeloid cells,pDCs,1,2112,0.0004734848484848485
EBUS_19,19,advanced_airway_tumor,NK cells,CD8 low T,1,2112,0.0004734848484848485
EBUS_19,19,advanced_airway_tumor,NK cells,NK,188,2112,0.08901515151515152
EBUS_19,19,advanced_airway_tumor,T lymphocytes,CD4+ Th,279,2112,0.13210227272727273
EBUS_19,19,advanced_airway_tumor,T lymphocytes,CD8 low T,102,2112,0.048295454545454544
EBUS_19,19,advanced_airway_tumor,T lymphocytes,CD8+/CD4+ Mixed Th,1,2112,0.0004734848484848485
EBUS_19,19,advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,138,2112,0.06534090909090909
EBUS_19,19,advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,132,2112,0.0625
EBUS_19,19,advanced_airway_tumor,T lymphocytes,Exhausted Tfh,11,2112,0.005208333333333333
EBUS_19,19,advanced_airway_tumor,T lymphocytes,NK,23,2112,0.010890151515151516
EBUS_19,19,advanced_airway_tumor,T lymphocytes,Naive CD4+ T,231,2112,0.109375
EBUS_19,19,advanced_airway_tumor,T lymphocytes,Naive CD8+ T,56,2112,0.026515151515151516
EBUS_19,19,advanced_airway_tumor,T lymphocytes,Treg,69,2112,0.032670454545454544
EBUS_19,19,advanced_airway_tumor,T lymphocytes,Undetermined,14,2112,0.006628787878787879
EBUS_28,28,advanced_airway_tumor,B lymphocytes,Follicular B cells,6,5182,0.0011578541103820917
EBUS_28,28,advanced_airway_tumor,B lymphocytes,MALT B cells,1,5182,0.00019297568506368199
EBUS_28,28,advanced_airway_tumor,Epithelial cells,Malignant cells,4640,5182,0.8954071786954844
EBUS_28,28,advanced_airway_tumor,Fibroblasts,Myofibroblasts,7,5182,0.001350829795445774
EBUS_28,28,advanced_airway_tumor,Fibroblasts,Smooth muscle cells,1,5182,0.00019297568506368199
EBUS_28,28,advanced_airway_tumor,Fibroblasts,Tumor ECs,4,5182,0.0007719027402547279
EBUS_28,28,advanced_airway_tumor,Fibroblasts,Undetermined,2,5182,0.00038595137012736397
EBUS_28,28,advanced_airway_tumor,Myeloid cells,Activated DCs,1,5182,0.00019297568506368199
EBUS_28,28,advanced_airway_tumor,Myeloid cells,Alveolar Mac,2,5182,0.00038595137012736397
EBUS_28,28,advanced_airway_tumor,Myeloid cells,CD163+CD14+ DCs,34,5182,0.006561173292165187
EBUS_28,28,advanced_airway_tumor,Myeloid cells,CD1c+ DCs,8,5182,0.0015438054805094559
EBUS_28,28,advanced_airway_tumor,Myeloid cells,CD207+CD1a+ LCs,1,5182,0.00019297568506368199
EBUS_28,28,advanced_airway_tumor,Myeloid cells,Monocytes,5,5182,0.0009648784253184099
EBUS_28,28,advanced_airway_tumor,Myeloid cells,Undetermined,55,5182,0.010613662678502509
EBUS_28,28,advanced_airway_tumor,Myeloid cells,mo-Mac,52,5182,0.010034735623311463
EBUS_28,28,advanced_airway_tumor,NK cells,NK,8,5182,0.0015438054805094559
EBUS_28,28,advanced_airway_tumor,T lymphocytes,CD4+ Th,36,5182,0.006947124662292551
EBUS_28,28,advanced_airway_tumor,T lymphocytes,CD8 low T,10,5182,0.0019297568506368198
EBUS_28,28,advanced_airway_tumor,T lymphocytes,Cytotoxic CD8+ T,3,5182,0.0005789270551910459
EBUS_28,28,advanced_airway_tumor,T lymphocytes,Exhausted CD8+ T,28,5182,0.005403319181783096
EBUS_28,28,advanced_airway_tumor,T lymphocytes,NK,15,5182,0.0028946352759552296
EBUS_28,28,advanced_airway_tumor,T lymphocytes,Naive CD4+ T,16,5182,0.0030876109610189118
EBUS_28,28,advanced_airway_tumor,T lymphocytes,Treg,30,5182,0.005789270551910459
EBUS_28,28,advanced_airway_tumor,T lymphocytes,Undetermined,8,5182,0.0015438054805094559
EBUS_49,49,advanced_airway_tumor,B lymphocytes,Follicular B cells,171,1775,0.09633802816901409
EBUS_49,49,advanced_airway_tumor,B lymphocytes,GrB-secreting B cells,1,1775,0.0005633802816901409
EBUS_49,49,advanced_airway_tumor,B lymphocytes,MALT B cells,12,1775,0.0067605633802816905
EBUS_49,49,advanced_airway_tumor,B lymphocytes,Plasma cells,3,1775,0.0016901408450704226
EBUS_49,49,advanced_airway_tumor,B lymphocytes,Undetermined,2,1775,0.0011267605633802818
EBUS_49,49,advanced_airway_tumor,Epithelial cells,Malignant cells,114,1775,0.06422535211267606
